AccSpeciesName,TraitID,TraitName,OriglName,OrigValueStr,OrigUncertaintyStr,StdValue,UnitName,ErrorRisk,Reference,Comment
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1600,NA,1.6,mg/g,0.6634,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1300,NA,1.3,mg/g,0.5536,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1300,NA,1.3,mg/g,0.5536,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Carpinus caroliniana,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1200,NA,1.2,mg/g,0.6207,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Carpinus caroliniana,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1100,NA,1.1,mg/g,0.8546,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Carya cordiformis,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1900,NA,1.9,mg/g,0.9356,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Carya cordiformis,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1600,NA,1.6,mg/g,0.6634,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Ulmus americana,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),3700,NA,3.7,mg/g,1.9912,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Ulmus americana,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1500,NA,1.5,mg/g,1.3057,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus michauxii,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1800,NA,1.8,mg/g,1.0378,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1600,NA,1.6,mg/g,0.6634,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus michauxii,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1500,NA,1.5,mg/g,0.6122,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1500,NA,1.5,mg/g,0.5612,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1400,NA,1.4,mg/g,0.4519,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1400,NA,1.4,mg/g,0.4519,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1400,NA,1.4,mg/g,0.4519,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1400,NA,1.4,mg/g,0.4519,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1400,NA,1.4,mg/g,0.4519,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus michauxii,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),820,NA,0.82,mg/g,1.6554,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1250,NA,1.25,mg/g,0.6451,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Nyssa sylvatica,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1260,NA,1.26,mg/g,0.4999,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Liquidambar styraciflua,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1900,NA,1.9,mg/g,0.9356,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Liquidambar styraciflua,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),2400,NA,2.4,mg/g,1.3758,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Liquidambar styraciflua,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),3600,NA,3.6,mg/g,2.3223,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1900,NA,1.9,mg/g,0.9356,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),2100,NA,2.1,mg/g,1.1147,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus nigra,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),2200,NA,2.2,mg/g,1.5622,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus nigra,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),2600,NA,2.6,mg/g,2.069,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus michauxii,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),2600,NA,2.6,mg/g,1.8962,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Nyssa sylvatica,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),2200,NA,2.2,mg/g,1.5197,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus laurifolia,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1900,NA,1.9,mg/g,1.164,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1788,NA,1.788,mg/g,0.8393,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus michauxii,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),3583,NA,3.583,mg/g,2.8183,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1900,NA,1.9,mg/g,0.9356,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Carpinus caroliniana,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1800,NA,1.8,mg/g,0.7766,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Carya cordiformis,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),3200,NA,3.2,mg/g,2.3997,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Ulmus americana,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),2300,NA,2.3,mg/g,1.2382,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1000,NA,1,mg/g,1.166,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus laurifolia,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1200,NA,1.2,mg/g,0.7235,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Nyssa sylvatica,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1700,NA,1.7,mg/g,0.7594,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1200,NA,1.2,mg/g,0.7404,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Nyssa sylvatica,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),2100,NA,2.1,mg/g,1.3786,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1600,NA,1.6,mg/g,0.6634,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Nyssa sylvatica,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1300,NA,1.3,mg/g,0.4441,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1500,NA,1.5,mg/g,0.5612,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Nyssa sylvatica,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1000,NA,1,mg/g,0.9129,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),900,NA,0.9,mg/g,1.4558,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1100,NA,1.1,mg/g,0.9435,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Nyssa sylvatica,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),880,NA,0.88,mg/g,1.2601,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),900,NA,0.9,mg/g,1.4558,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Betula nigra,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1800,NA,1.8,mg/g,0.8499,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus michauxii,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),943,NA,0.943,mg/g,1.2314,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),2000,NA,2,mg/g,1.0168,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1400,NA,1.4,mg/g,0.4519,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1400,NA,1.4,mg/g,0.4519,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Nyssa sylvatica,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1500,NA,1.5,mg/g,0.5612,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus michauxii,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1600,NA,1.6,mg/g,0.7629,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus michauxii,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1300.16958,NA,1.30017,mg/g,0.3345,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1901.07828,NA,1.90108,mg/g,0.9356,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Carpinus caroliniana,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1798.87092,NA,1.79887,mg/g,0.7766,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Carya cordiformis,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),3198.89511,NA,3.1989,mg/g,2.3997,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Ulmus americana,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),2301.44182,NA,2.30144,mg/g,1.2382,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),928.96639,NA,0.92897,mg/g,1.3563,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Ulmus americana,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1428.89396,NA,1.42889,mg/g,1.4507,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1165,NA,1.165,mg/g,0.8095,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Liquidambar styraciflua,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),2300,NA,2.3,mg/g,1.2765,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus nigra,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),830,NA,0.83,mg/g,1.395,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus nigra,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),870,NA,0.87,mg/g,1.2523,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus nigra,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),850,NA,0.85,mg/g,1.3228,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus nigra,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),870,NA,0.87,mg/g,1.2523,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus michauxii,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1090,NA,1.09,mg/g,0.7919,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
